Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,EMA_200,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,OBV,CMF,return_1d,return_5d,volatility_20d
2025-01-01,589.39,591.13,580.5,584.64,50203975.0,595.7955,592.1750000000001,605.3282,100.0,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,37888459.0,0.13458023062151192,0.012503420908593466,-0.0070983853311439304,0.008932296605763158
2025-01-02,587.53,592.6,586.43,591.95,37888459.0,595.7955,592.1750000000001,605.3282,100.0,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,37888459.0,0.13458023062151192,0.012503420908593466,-0.0070983853311439304,0.008932296605763158
2025-01-05,596.27,599.7,593.6,595.36,47679442.0,595.7955,592.1750000000001,605.3282,100.0,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,85567901.0,0.13458023062151192,0.005760621674127719,-0.0070983853311439304,0.008932296605763158
2025-01-06,597.42,597.75,586.78,588.63,60393052.0,595.7955,592.1750000000001,605.3282,93.14234973870768,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,25174849.0,0.13458023062151192,-0.011304084923407731,-0.0070983853311439304,0.008932296605763158
2025-01-07,588.7,590.5799,585.195,589.49,47304672.0,595.7955,592.1750000000001,605.3282,93.20646175383173,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,72479521.0,0.13458023062151192,0.0014610196558109134,-0.0070983853311439304,0.008932296605763158
2025-01-09,585.88,585.95,578.55,580.49,73105046.0,595.7955,592.1750000000001,605.3282,84.32195163297783,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,-625525.0,0.13458023062151192,-0.01526743456207913,-0.0070983853311439304,0.008932296605763158
2025-01-12,575.77,581.75,575.35,581.39,47910060.0,595.7955,592.1750000000001,605.3282,84.4812563760134,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,47284535.0,0.13458023062151192,0.0015504143051559005,-0.017839344539234858,0.008932296605763158
2025-01-13,584.36,585.0,578.35,582.19,48420580.0,595.7955,592.1750000000001,605.3282,84.63074961556752,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,95705115.0,0.13458023062151192,0.0013760126593165278,-0.022121069604944865,0.008932296605763158
2025-01-14,590.325,593.94,589.195,592.78,56900159.0,595.7955,592.1750000000001,605.3282,86.48651479566306,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,152605274.0,0.13458023062151192,0.01818993799275126,0.007050269269320175,0.008932296605763158
2025-01-15,594.175,594.35,590.93,591.64,43319662.0,595.7955,592.1750000000001,605.3282,85.29259476861311,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,109285612.0,0.13458023062151192,-0.0019231418064037387,0.0036472204787187934,0.008932296605763158
2025-01-16,596.96,599.36,595.61,597.58,58070628.0,595.7955,592.1750000000001,605.3282,86.34996455576055,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,167356240.0,0.13458023062151192,0.010039889121763235,0.029440644972350993,0.008932296605763158
2025-01-20,600.67,603.06,598.67,603.05,42532853.0,595.7955,592.1750000000001,605.3282,87.25841229983634,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,209889093.0,0.13458023062151192,0.009153586130727032,0.0372555427509933,0.008932296605763158
2025-01-21,605.92,607.82,605.36,606.44,48195973.0,595.7955,592.1750000000001,605.3282,87.800303685182,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,258085066.0,0.13458023062151192,0.005621424425835464,0.041653068585856934,0.008932296605763158
2025-01-22,605.8,609.75,605.52,609.75,41152102.0,595.7955,592.1750000000001,605.3282,88.322520431027,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,299237168.0,0.13458023062151192,0.005458083239891831,0.028627821451465918,0.008932296605763158
2025-01-23,609.81,610.78,606.8,607.97,34604693.0,595.7955,592.1750000000001,605.3282,86.18596091916794,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,264632475.0,0.13458023062151192,-0.002919229192291928,0.02760124399972974,0.008932296605763158
2025-01-26,594.81,599.69,594.64,599.37,70361125.0,595.7955,592.1750000000001,605.3282,76.55085056451333,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,194271350.0,0.13458023062151192,-0.014145434807638524,0.0029954148398541047,0.008932296605763158
2025-01-27,600.62,605.37,597.25,604.52,44433322.0,595.7955,592.1750000000001,605.3282,78.12776046439258,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,238704672.0,0.13458023062151192,0.00859235530640512,0.0024376088218225345,0.008932296605763158
2025-01-28,603.72,604.13,599.22,601.81,37177429.0,595.7955,592.1750000000001,605.3282,75.25969547994967,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,201527243.0,0.13458023062151192,-0.004482895520412922,-0.007634720664863925,0.008932296605763158
2025-01-29,603.96,606.6,600.715,605.04,39281255.0,595.7955,592.1750000000001,605.3282,76.3729905397821,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,240808498.0,0.13458023062151192,0.0053671424535983725,-0.007724477244772543,0.008932296605763158
2025-01-30,607.5,609.96,601.05,601.82,66671471.0,595.7955,592.1750000000001,605.3282,72.85339260371362,4.649770377891286,-0.6012835440352422,4.638561145923051,577.1991681885349,595.7955,614.391831811465,6.242521741592546,0.6619808696972669,174137027.0,0.13458023062151192,-0.005321962184318241,-0.010115630705462397,0.008932296605763158
2025-02-02,592.67,600.29,590.49,597.77,65857248.0,595.9835476190475,592.1750000000001,605.3282,68.57293842415471,4.649770377891286,-0.6012835440352422,4.638561145923051,578.6017721081922,596.4520000000001,614.302227891808,5.98547004345962,0.5369182961693376,108279779.0,0.1751038658083501,-0.006729586919677066,-0.0026694696097570025,0.008932296605763158
2025-02-03,597.83,602.3,597.28,601.78,33457815.0,596.5355907029477,592.1750000000001,605.3282,70.42573630584695,4.649770377891286,-0.6012835440352422,4.638561145923051,579.0738924291315,596.9435000000001,614.8131075708686,5.987034810118055,0.635327538134762,141737594.0,0.17251818337327346,0.006708265720929418,-0.004532521670085332,0.008633581864367064
