symbol,expiration_date,strike_price,type,underlying_ticker,exercise_style,primary_exchange
O:AAPL251212C00365000,2025-12-12,365.0,call,AAPL,american,BATO
O:AAPL251212C00370000,2025-12-12,370.0,call,AAPL,american,BATO
O:AAPL251212C00375000,2025-12-12,375.0,call,AAPL,american,BATO
O:AAPL251212C00380000,2025-12-12,380.0,call,AAPL,american,BATO
O:AAPL251212C00385000,2025-12-12,385.0,call,AAPL,american,BATO
O:AAPL251212C00390000,2025-12-12,390.0,call,AAPL,american,BATO
O:AAPL251212C00395000,2025-12-12,395.0,call,AAPL,american,BATO
O:AAPL251212C00400000,2025-12-12,400.0,call,AAPL,american,BATO
O:AAPL251212P00110000,2025-12-12,110.0,put,AAPL,american,BATO
O:AAPL251212P00120000,2025-12-12,120.0,put,AAPL,american,BATO
O:AAPL251212P00125000,2025-12-12,125.0,put,AAPL,american,BATO
O:AAPL251212P00130000,2025-12-12,130.0,put,AAPL,american,BATO
O:AAPL251212P00135000,2025-12-12,135.0,put,AAPL,american,BATO
O:AAPL251212P00140000,2025-12-12,140.0,put,AAPL,american,BATO
O:AAPL251212P00145000,2025-12-12,145.0,put,AAPL,american,BATO
O:AAPL251212P00150000,2025-12-12,150.0,put,AAPL,american,BATO
O:AAPL251212P00155000,2025-12-12,155.0,put,AAPL,american,BATO
O:AAPL251212P00160000,2025-12-12,160.0,put,AAPL,american,BATO
O:AAPL251212P00165000,2025-12-12,165.0,put,AAPL,american,BATO
O:AAPL251212P00170000,2025-12-12,170.0,put,AAPL,american,BATO
O:AAPL251212P00175000,2025-12-12,175.0,put,AAPL,american,BATO
O:AAPL251212P00180000,2025-12-12,180.0,put,AAPL,american,BATO
O:AAPL251212P00185000,2025-12-12,185.0,put,AAPL,american,BATO
O:AAPL251212P00190000,2025-12-12,190.0,put,AAPL,american,BATO
O:AAPL251212P00195000,2025-12-12,195.0,put,AAPL,american,BATO
O:AAPL251212P00200000,2025-12-12,200.0,put,AAPL,american,BATO
O:AAPL251212P00205000,2025-12-12,205.0,put,AAPL,american,BATO
O:AAPL251212P00210000,2025-12-12,210.0,put,AAPL,american,BATO
O:AAPL251212P00215000,2025-12-12,215.0,put,AAPL,american,BATO
O:AAPL251212P00220000,2025-12-12,220.0,put,AAPL,american,BATO
O:AAPL251212P00225000,2025-12-12,225.0,put,AAPL,american,BATO
O:AAPL251212P00230000,2025-12-12,230.0,put,AAPL,american,BATO
O:AAPL251212P00235000,2025-12-12,235.0,put,AAPL,american,BATO
O:AAPL251212P00240000,2025-12-12,240.0,put,AAPL,american,BATO
O:AAPL251212P00245000,2025-12-12,245.0,put,AAPL,american,BATO
O:AAPL251212P00250000,2025-12-12,250.0,put,AAPL,american,BATO
O:AAPL251212P00255000,2025-12-12,255.0,put,AAPL,american,BATO
O:AAPL251212P00260000,2025-12-12,260.0,put,AAPL,american,BATO
O:AAPL251212P00265000,2025-12-12,265.0,put,AAPL,american,BATO
O:AAPL251212P00270000,2025-12-12,270.0,put,AAPL,american,BATO
O:AAPL251212P00275000,2025-12-12,275.0,put,AAPL,american,BATO
O:AAPL251212P00280000,2025-12-12,280.0,put,AAPL,american,BATO
O:AAPL251212P00285000,2025-12-12,285.0,put,AAPL,american,BATO
O:AAPL251212P00290000,2025-12-12,290.0,put,AAPL,american,BATO
O:AAPL251212P00295000,2025-12-12,295.0,put,AAPL,american,BATO
O:AAPL251212P00300000,2025-12-12,300.0,put,AAPL,american,BATO
O:AAPL251212P00305000,2025-12-12,305.0,put,AAPL,american,BATO
O:AAPL251212P00310000,2025-12-12,310.0,put,AAPL,american,BATO
O:AAPL251212P00315000,2025-12-12,315.0,put,AAPL,american,BATO
O:AAPL251212P00320000,2025-12-12,320.0,put,AAPL,american,BATO
O:AAPL251212P00325000,2025-12-12,325.0,put,AAPL,american,BATO
O:AAPL251212P00330000,2025-12-12,330.0,put,AAPL,american,BATO
O:AAPL251212P00335000,2025-12-12,335.0,put,AAPL,american,BATO
O:AAPL251212P00340000,2025-12-12,340.0,put,AAPL,american,BATO
O:AAPL251212P00345000,2025-12-12,345.0,put,AAPL,american,BATO
O:AAPL251212P00350000,2025-12-12,350.0,put,AAPL,american,BATO
O:AAPL251212P00355000,2025-12-12,355.0,put,AAPL,american,BATO
O:AAPL251212P00360000,2025-12-12,360.0,put,AAPL,american,BATO
O:AAPL251212P00365000,2025-12-12,365.0,put,AAPL,american,BATO
O:AAPL251212P00370000,2025-12-12,370.0,put,AAPL,american,BATO
O:AAPL251212P00375000,2025-12-12,375.0,put,AAPL,american,BATO
O:AAPL251212P00380000,2025-12-12,380.0,put,AAPL,american,BATO
O:AAPL251212P00385000,2025-12-12,385.0,put,AAPL,american,BATO
O:AAPL251212P00390000,2025-12-12,390.0,put,AAPL,american,BATO
O:AAPL251212P00395000,2025-12-12,395.0,put,AAPL,american,BATO
O:AAPL251212P00400000,2025-12-12,400.0,put,AAPL,american,BATO
O:AAPL251219C00005000,2025-12-19,5.0,call,AAPL,american,BATO
O:AAPL251219C00010000,2025-12-19,10.0,call,AAPL,american,BATO
O:AAPL251219C00015000,2025-12-19,15.0,call,AAPL,american,BATO
O:AAPL251219C00020000,2025-12-19,20.0,call,AAPL,american,BATO
O:AAPL251219C00025000,2025-12-19,25.0,call,AAPL,american,BATO
O:AAPL251219C00030000,2025-12-19,30.0,call,AAPL,american,BATO
O:AAPL251219C00035000,2025-12-19,35.0,call,AAPL,american,BATO
O:AAPL251219C00040000,2025-12-19,40.0,call,AAPL,american,BATO
O:AAPL251219C00045000,2025-12-19,45.0,call,AAPL,american,BATO
O:AAPL251219C00050000,2025-12-19,50.0,call,AAPL,american,BATO
O:AAPL251219C00055000,2025-12-19,55.0,call,AAPL,american,BATO
O:AAPL251219C00060000,2025-12-19,60.0,call,AAPL,american,BATO
O:AAPL251219C00065000,2025-12-19,65.0,call,AAPL,american,BATO
O:AAPL251219C00070000,2025-12-19,70.0,call,AAPL,american,BATO
O:AAPL251219C00075000,2025-12-19,75.0,call,AAPL,american,BATO
O:AAPL251219C00080000,2025-12-19,80.0,call,AAPL,american,BATO
O:AAPL251219C00085000,2025-12-19,85.0,call,AAPL,american,BATO
O:AAPL251219C00090000,2025-12-19,90.0,call,AAPL,american,BATO
O:AAPL251219C00095000,2025-12-19,95.0,call,AAPL,american,BATO
O:AAPL251219C00100000,2025-12-19,100.0,call,AAPL,american,BATO
O:AAPL251219C00105000,2025-12-19,105.0,call,AAPL,american,BATO
O:AAPL251219C00110000,2025-12-19,110.0,call,AAPL,american,BATO
O:AAPL251219C00115000,2025-12-19,115.0,call,AAPL,american,BATO
O:AAPL251219C00120000,2025-12-19,120.0,call,AAPL,american,BATO
O:AAPL251219C00125000,2025-12-19,125.0,call,AAPL,american,BATO
O:AAPL251219C00130000,2025-12-19,130.0,call,AAPL,american,BATO
O:AAPL251219C00135000,2025-12-19,135.0,call,AAPL,american,BATO
O:AAPL251219C00140000,2025-12-19,140.0,call,AAPL,american,BATO
O:AAPL251219C00145000,2025-12-19,145.0,call,AAPL,american,BATO
O:AAPL251219C00150000,2025-12-19,150.0,call,AAPL,american,BATO
O:AAPL251219C00155000,2025-12-19,155.0,call,AAPL,american,BATO
O:AAPL251219C00160000,2025-12-19,160.0,call,AAPL,american,BATO
O:AAPL251219C00165000,2025-12-19,165.0,call,AAPL,american,BATO
O:AAPL251219C00170000,2025-12-19,170.0,call,AAPL,american,BATO
O:AAPL251219C00175000,2025-12-19,175.0,call,AAPL,american,BATO
O:AAPL251219C00180000,2025-12-19,180.0,call,AAPL,american,BATO
O:AAPL251219C00185000,2025-12-19,185.0,call,AAPL,american,BATO
O:AAPL251219C00190000,2025-12-19,190.0,call,AAPL,american,BATO
O:AAPL251219C00195000,2025-12-19,195.0,call,AAPL,american,BATO
O:AAPL251219C00200000,2025-12-19,200.0,call,AAPL,american,BATO
O:AAPL251219C00205000,2025-12-19,205.0,call,AAPL,american,BATO
O:AAPL251219C00210000,2025-12-19,210.0,call,AAPL,american,BATO
O:AAPL251219C00215000,2025-12-19,215.0,call,AAPL,american,BATO
O:AAPL251219C00220000,2025-12-19,220.0,call,AAPL,american,BATO
O:AAPL251219C00225000,2025-12-19,225.0,call,AAPL,american,BATO
O:AAPL251219C00230000,2025-12-19,230.0,call,AAPL,american,BATO
O:AAPL251219C00235000,2025-12-19,235.0,call,AAPL,american,BATO
O:AAPL251219C00240000,2025-12-19,240.0,call,AAPL,american,BATO
O:AAPL251219C00245000,2025-12-19,245.0,call,AAPL,american,BATO
O:AAPL251219C00250000,2025-12-19,250.0,call,AAPL,american,BATO
O:AAPL251219C00255000,2025-12-19,255.0,call,AAPL,american,BATO
O:AAPL251219C00260000,2025-12-19,260.0,call,AAPL,american,BATO
O:AAPL251219C00265000,2025-12-19,265.0,call,AAPL,american,BATO
O:AAPL251219C00270000,2025-12-19,270.0,call,AAPL,american,BATO
O:AAPL251219C00275000,2025-12-19,275.0,call,AAPL,american,BATO
O:AAPL251219C00280000,2025-12-19,280.0,call,AAPL,american,BATO
O:AAPL251219C00285000,2025-12-19,285.0,call,AAPL,american,BATO
O:AAPL251219C00290000,2025-12-19,290.0,call,AAPL,american,BATO
O:AAPL251219C00295000,2025-12-19,295.0,call,AAPL,american,BATO
O:AAPL251219C00300000,2025-12-19,300.0,call,AAPL,american,BATO
O:AAPL251219C00305000,2025-12-19,305.0,call,AAPL,american,BATO
O:AAPL251219C00310000,2025-12-19,310.0,call,AAPL,american,BATO
O:AAPL251219C00315000,2025-12-19,315.0,call,AAPL,american,BATO
O:AAPL251219C00320000,2025-12-19,320.0,call,AAPL,american,BATO
O:AAPL251219C00325000,2025-12-19,325.0,call,AAPL,american,BATO
O:AAPL251219C00330000,2025-12-19,330.0,call,AAPL,american,BATO
O:AAPL251219C00335000,2025-12-19,335.0,call,AAPL,american,BATO
O:AAPL251219C00340000,2025-12-19,340.0,call,AAPL,american,BATO
O:AAPL251219C00345000,2025-12-19,345.0,call,AAPL,american,BATO
O:AAPL251219C00350000,2025-12-19,350.0,call,AAPL,american,BATO
O:AAPL251219C00360000,2025-12-19,360.0,call,AAPL,american,BATO
O:AAPL251219C00370000,2025-12-19,370.0,call,AAPL,american,BATO
O:AAPL251219C00380000,2025-12-19,380.0,call,AAPL,american,BATO
O:AAPL251219C00390000,2025-12-19,390.0,call,AAPL,american,BATO
O:AAPL251219C00400000,2025-12-19,400.0,call,AAPL,american,BATO
O:AAPL251219C00410000,2025-12-19,410.0,call,AAPL,american,BATO
O:AAPL251219C00420000,2025-12-19,420.0,call,AAPL,american,BATO
O:AAPL251219C00430000,2025-12-19,430.0,call,AAPL,american,BATO
O:AAPL251219C00440000,2025-12-19,440.0,call,AAPL,american,BATO
O:AAPL251219C00450000,2025-12-19,450.0,call,AAPL,american,BATO
O:AAPL251219P00005000,2025-12-19,5.0,put,AAPL,american,BATO
O:AAPL251219P00010000,2025-12-19,10.0,put,AAPL,american,BATO
O:AAPL251219P00015000,2025-12-19,15.0,put,AAPL,american,BATO
O:AAPL251219P00020000,2025-12-19,20.0,put,AAPL,american,BATO
O:AAPL251219P00025000,2025-12-19,25.0,put,AAPL,american,BATO
O:AAPL251219P00030000,2025-12-19,30.0,put,AAPL,american,BATO
O:AAPL251219P00035000,2025-12-19,35.0,put,AAPL,american,BATO
O:AAPL251219P00040000,2025-12-19,40.0,put,AAPL,american,BATO
O:AAPL251219P00045000,2025-12-19,45.0,put,AAPL,american,BATO
O:AAPL251219P00050000,2025-12-19,50.0,put,AAPL,american,BATO
O:AAPL251219P00055000,2025-12-19,55.0,put,AAPL,american,BATO
O:AAPL251219P00060000,2025-12-19,60.0,put,AAPL,american,BATO
O:AAPL251219P00065000,2025-12-19,65.0,put,AAPL,american,BATO
O:AAPL251219P00070000,2025-12-19,70.0,put,AAPL,american,BATO
O:AAPL251219P00075000,2025-12-19,75.0,put,AAPL,american,BATO
O:AAPL251219P00080000,2025-12-19,80.0,put,AAPL,american,BATO
O:AAPL251219P00085000,2025-12-19,85.0,put,AAPL,american,BATO
O:AAPL251219P00090000,2025-12-19,90.0,put,AAPL,american,BATO
O:AAPL251219P00095000,2025-12-19,95.0,put,AAPL,american,BATO
O:AAPL251219P00100000,2025-12-19,100.0,put,AAPL,american,BATO
O:AAPL251219P00105000,2025-12-19,105.0,put,AAPL,american,BATO
O:AAPL251219P00110000,2025-12-19,110.0,put,AAPL,american,BATO
O:AAPL251219P00115000,2025-12-19,115.0,put,AAPL,american,BATO
O:AAPL251219P00120000,2025-12-19,120.0,put,AAPL,american,BATO
O:AAPL251219P00125000,2025-12-19,125.0,put,AAPL,american,BATO
O:AAPL251219P00130000,2025-12-19,130.0,put,AAPL,american,BATO
O:AAPL251219P00135000,2025-12-19,135.0,put,AAPL,american,BATO
O:AAPL251219P00140000,2025-12-19,140.0,put,AAPL,american,BATO
O:AAPL251219P00145000,2025-12-19,145.0,put,AAPL,american,BATO
O:AAPL251219P00150000,2025-12-19,150.0,put,AAPL,american,BATO
O:AAPL251219P00155000,2025-12-19,155.0,put,AAPL,american,BATO
O:AAPL251219P00160000,2025-12-19,160.0,put,AAPL,american,BATO
O:AAPL251219P00165000,2025-12-19,165.0,put,AAPL,american,BATO
O:AAPL251219P00170000,2025-12-19,170.0,put,AAPL,american,BATO
O:AAPL251219P00175000,2025-12-19,175.0,put,AAPL,american,BATO
O:AAPL251219P00180000,2025-12-19,180.0,put,AAPL,american,BATO
O:AAPL251219P00185000,2025-12-19,185.0,put,AAPL,american,BATO
O:AAPL251219P00190000,2025-12-19,190.0,put,AAPL,american,BATO
O:AAPL251219P00195000,2025-12-19,195.0,put,AAPL,american,BATO
O:AAPL251219P00200000,2025-12-19,200.0,put,AAPL,american,BATO
O:AAPL251219P00205000,2025-12-19,205.0,put,AAPL,american,BATO
O:AAPL251219P00210000,2025-12-19,210.0,put,AAPL,american,BATO
O:AAPL251219P00215000,2025-12-19,215.0,put,AAPL,american,BATO
O:AAPL251219P00220000,2025-12-19,220.0,put,AAPL,american,BATO
O:AAPL251219P00225000,2025-12-19,225.0,put,AAPL,american,BATO
O:AAPL251219P00230000,2025-12-19,230.0,put,AAPL,american,BATO
O:AAPL251219P00235000,2025-12-19,235.0,put,AAPL,american,BATO
O:AAPL251219P00240000,2025-12-19,240.0,put,AAPL,american,BATO
O:AAPL251219P00245000,2025-12-19,245.0,put,AAPL,american,BATO
O:AAPL251219P00250000,2025-12-19,250.0,put,AAPL,american,BATO
O:AAPL251219P00255000,2025-12-19,255.0,put,AAPL,american,BATO
O:AAPL251219P00260000,2025-12-19,260.0,put,AAPL,american,BATO
O:AAPL251219P00265000,2025-12-19,265.0,put,AAPL,american,BATO
O:AAPL251219P00270000,2025-12-19,270.0,put,AAPL,american,BATO
O:AAPL251219P00275000,2025-12-19,275.0,put,AAPL,american,BATO
O:AAPL251219P00280000,2025-12-19,280.0,put,AAPL,american,BATO
O:AAPL251219P00285000,2025-12-19,285.0,put,AAPL,american,BATO
O:AAPL251219P00290000,2025-12-19,290.0,put,AAPL,american,BATO
O:AAPL251219P00295000,2025-12-19,295.0,put,AAPL,american,BATO
O:AAPL251219P00300000,2025-12-19,300.0,put,AAPL,american,BATO
O:AAPL251219P00305000,2025-12-19,305.0,put,AAPL,american,BATO
O:AAPL251219P00310000,2025-12-19,310.0,put,AAPL,american,BATO
O:AAPL251219P00315000,2025-12-19,315.0,put,AAPL,american,BATO
O:AAPL251219P00320000,2025-12-19,320.0,put,AAPL,american,BATO
O:AAPL251219P00325000,2025-12-19,325.0,put,AAPL,american,BATO
O:AAPL251219P00330000,2025-12-19,330.0,put,AAPL,american,BATO
O:AAPL251219P00335000,2025-12-19,335.0,put,AAPL,american,BATO
O:AAPL251219P00340000,2025-12-19,340.0,put,AAPL,american,BATO
O:AAPL251219P00345000,2025-12-19,345.0,put,AAPL,american,BATO
O:AAPL251219P00350000,2025-12-19,350.0,put,AAPL,american,BATO
O:AAPL251219P00360000,2025-12-19,360.0,put,AAPL,american,BATO
O:AAPL251219P00370000,2025-12-19,370.0,put,AAPL,american,BATO
O:AAPL251219P00380000,2025-12-19,380.0,put,AAPL,american,BATO
O:AAPL251219P00390000,2025-12-19,390.0,put,AAPL,american,BATO
O:AAPL251219P00400000,2025-12-19,400.0,put,AAPL,american,BATO
O:AAPL251219P00410000,2025-12-19,410.0,put,AAPL,american,BATO
O:AAPL251219P00420000,2025-12-19,420.0,put,AAPL,american,BATO
O:AAPL251219P00430000,2025-12-19,430.0,put,AAPL,american,BATO
O:AAPL251219P00440000,2025-12-19,440.0,put,AAPL,american,BATO
O:AAPL251219P00450000,2025-12-19,450.0,put,AAPL,american,BATO
O:AAPL251226C00200000,2025-12-26,200.0,call,AAPL,american,BATO
O:AAPL251226C00205000,2025-12-26,205.0,call,AAPL,american,BATO
O:AAPL251226C00210000,2025-12-26,210.0,call,AAPL,american,BATO
O:AAPL251226C00215000,2025-12-26,215.0,call,AAPL,american,BATO
O:AAPL251226C00220000,2025-12-26,220.0,call,AAPL,american,BATO
O:AAPL251226C00225000,2025-12-26,225.0,call,AAPL,american,BATO
O:AAPL251226C00230000,2025-12-26,230.0,call,AAPL,american,BATO
O:AAPL251226C00235000,2025-12-26,235.0,call,AAPL,american,BATO
O:AAPL251226C00240000,2025-12-26,240.0,call,AAPL,american,BATO
O:AAPL251226C00245000,2025-12-26,245.0,call,AAPL,american,BATO
O:AAPL251226C00250000,2025-12-26,250.0,call,AAPL,american,BATO
O:AAPL251226C00255000,2025-12-26,255.0,call,AAPL,american,BATO
O:AAPL251226C00260000,2025-12-26,260.0,call,AAPL,american,BATO
O:AAPL251226C00265000,2025-12-26,265.0,call,AAPL,american,BATO
O:AAPL251226C00270000,2025-12-26,270.0,call,AAPL,american,BATO
O:AAPL251226C00275000,2025-12-26,275.0,call,AAPL,american,BATO
O:AAPL251226C00280000,2025-12-26,280.0,call,AAPL,american,BATO
O:AAPL251226C00285000,2025-12-26,285.0,call,AAPL,american,BATO
O:AAPL251226C00290000,2025-12-26,290.0,call,AAPL,american,BATO
O:AAPL251226C00295000,2025-12-26,295.0,call,AAPL,american,BATO
O:AAPL251226C00300000,2025-12-26,300.0,call,AAPL,american,BATO
O:AAPL251226C00305000,2025-12-26,305.0,call,AAPL,american,BATO
O:AAPL251226C00310000,2025-12-26,310.0,call,AAPL,american,BATO
O:AAPL251226C00315000,2025-12-26,315.0,call,AAPL,american,BATO
O:AAPL251226C00320000,2025-12-26,320.0,call,AAPL,american,BATO
O:AAPL251226C00325000,2025-12-26,325.0,call,AAPL,american,BATO
O:AAPL251226C00330000,2025-12-26,330.0,call,AAPL,american,BATO
O:AAPL251226C00335000,2025-12-26,335.0,call,AAPL,american,BATO
O:AAPL251226C00340000,2025-12-26,340.0,call,AAPL,american,BATO
O:AAPL251226P00200000,2025-12-26,200.0,put,AAPL,american,BATO
O:AAPL251226P00205000,2025-12-26,205.0,put,AAPL,american,BATO
O:AAPL251226P00210000,2025-12-26,210.0,put,AAPL,american,BATO
O:AAPL251226P00215000,2025-12-26,215.0,put,AAPL,american,BATO
O:AAPL251226P00220000,2025-12-26,220.0,put,AAPL,american,BATO
O:AAPL251226P00225000,2025-12-26,225.0,put,AAPL,american,BATO
O:AAPL251226P00230000,2025-12-26,230.0,put,AAPL,american,BATO
O:AAPL251226P00235000,2025-12-26,235.0,put,AAPL,american,BATO
O:AAPL251226P00240000,2025-12-26,240.0,put,AAPL,american,BATO
O:AAPL251226P00245000,2025-12-26,245.0,put,AAPL,american,BATO
O:AAPL251226P00250000,2025-12-26,250.0,put,AAPL,american,BATO
O:AAPL251226P00255000,2025-12-26,255.0,put,AAPL,american,BATO
O:AAPL251226P00260000,2025-12-26,260.0,put,AAPL,american,BATO
O:AAPL251226P00265000,2025-12-26,265.0,put,AAPL,american,BATO
O:AAPL251226P00270000,2025-12-26,270.0,put,AAPL,american,BATO
O:AAPL251226P00275000,2025-12-26,275.0,put,AAPL,american,BATO
O:AAPL251226P00280000,2025-12-26,280.0,put,AAPL,american,BATO
O:AAPL251226P00285000,2025-12-26,285.0,put,AAPL,american,BATO
O:AAPL251226P00290000,2025-12-26,290.0,put,AAPL,american,BATO
O:AAPL251226P00295000,2025-12-26,295.0,put,AAPL,american,BATO
O:AAPL251226P00300000,2025-12-26,300.0,put,AAPL,american,BATO
O:AAPL251226P00305000,2025-12-26,305.0,put,AAPL,american,BATO
O:AAPL251226P00310000,2025-12-26,310.0,put,AAPL,american,BATO
O:AAPL251226P00315000,2025-12-26,315.0,put,AAPL,american,BATO
O:AAPL251226P00320000,2025-12-26,320.0,put,AAPL,american,BATO
O:AAPL251226P00325000,2025-12-26,325.0,put,AAPL,american,BATO
O:AAPL251226P00330000,2025-12-26,330.0,put,AAPL,american,BATO
O:AAPL251226P00335000,2025-12-26,335.0,put,AAPL,american,BATO
O:AAPL251226P00340000,2025-12-26,340.0,put,AAPL,american,BATO
O:AAPL260116C00005000,2026-01-16,5.0,call,AAPL,american,BATO
O:AAPL260116C00010000,2026-01-16,10.0,call,AAPL,american,BATO
O:AAPL260116C00015000,2026-01-16,15.0,call,AAPL,american,BATO
O:AAPL260116C00020000,2026-01-16,20.0,call,AAPL,american,BATO
O:AAPL260116C00025000,2026-01-16,25.0,call,AAPL,american,BATO
O:AAPL260116C00030000,2026-01-16,30.0,call,AAPL,american,BATO
O:AAPL260116C00035000,2026-01-16,35.0,call,AAPL,american,BATO
O:AAPL260116C00040000,2026-01-16,40.0,call,AAPL,american,BATO
O:AAPL260116C00045000,2026-01-16,45.0,call,AAPL,american,BATO
O:AAPL260116C00050000,2026-01-16,50.0,call,AAPL,american,BATO
O:AAPL260116C00055000,2026-01-16,55.0,call,AAPL,american,BATO
O:AAPL260116C00060000,2026-01-16,60.0,call,AAPL,american,BATO
O:AAPL260116C00065000,2026-01-16,65.0,call,AAPL,american,BATO
O:AAPL260116C00070000,2026-01-16,70.0,call,AAPL,american,BATO
O:AAPL260116C00075000,2026-01-16,75.0,call,AAPL,american,BATO
O:AAPL260116C00080000,2026-01-16,80.0,call,AAPL,american,BATO
O:AAPL260116C00085000,2026-01-16,85.0,call,AAPL,american,BATO
O:AAPL260116C00090000,2026-01-16,90.0,call,AAPL,american,BATO
O:AAPL260116C00095000,2026-01-16,95.0,call,AAPL,american,BATO
O:AAPL260116C00100000,2026-01-16,100.0,call,AAPL,american,BATO
O:AAPL260116C00105000,2026-01-16,105.0,call,AAPL,american,BATO
O:AAPL260116C00110000,2026-01-16,110.0,call,AAPL,american,BATO
O:AAPL260116C00115000,2026-01-16,115.0,call,AAPL,american,BATO
O:AAPL260116C00120000,2026-01-16,120.0,call,AAPL,american,BATO
O:AAPL260116C00125000,2026-01-16,125.0,call,AAPL,american,BATO
O:AAPL260116C00130000,2026-01-16,130.0,call,AAPL,american,BATO
O:AAPL260116C00135000,2026-01-16,135.0,call,AAPL,american,BATO
O:AAPL260116C00140000,2026-01-16,140.0,call,AAPL,american,BATO
O:AAPL260116C00145000,2026-01-16,145.0,call,AAPL,american,BATO
O:AAPL260116C00150000,2026-01-16,150.0,call,AAPL,american,BATO
O:AAPL260116C00155000,2026-01-16,155.0,call,AAPL,american,BATO
O:AAPL260116C00160000,2026-01-16,160.0,call,AAPL,american,BATO
O:AAPL260116C00165000,2026-01-16,165.0,call,AAPL,american,BATO
O:AAPL260116C00170000,2026-01-16,170.0,call,AAPL,american,BATO
O:AAPL260116C00175000,2026-01-16,175.0,call,AAPL,american,BATO
O:AAPL260116C00180000,2026-01-16,180.0,call,AAPL,american,BATO
O:AAPL260116C00185000,2026-01-16,185.0,call,AAPL,american,BATO
O:AAPL260116C00190000,2026-01-16,190.0,call,AAPL,american,BATO
O:AAPL260116C00195000,2026-01-16,195.0,call,AAPL,american,BATO
O:AAPL260116C00200000,2026-01-16,200.0,call,AAPL,american,BATO
O:AAPL260116C00205000,2026-01-16,205.0,call,AAPL,american,BATO
O:AAPL260116C00210000,2026-01-16,210.0,call,AAPL,american,BATO
O:AAPL260116C00215000,2026-01-16,215.0,call,AAPL,american,BATO
O:AAPL260116C00220000,2026-01-16,220.0,call,AAPL,american,BATO
O:AAPL260116C00225000,2026-01-16,225.0,call,AAPL,american,BATO
O:AAPL260116C00230000,2026-01-16,230.0,call,AAPL,american,BATO
O:AAPL260116C00235000,2026-01-16,235.0,call,AAPL,american,BATO
O:AAPL260116C00240000,2026-01-16,240.0,call,AAPL,american,BATO
O:AAPL260116C00245000,2026-01-16,245.0,call,AAPL,american,BATO
O:AAPL260116C00250000,2026-01-16,250.0,call,AAPL,american,BATO
O:AAPL260116C00255000,2026-01-16,255.0,call,AAPL,american,BATO
O:AAPL260116C00260000,2026-01-16,260.0,call,AAPL,american,BATO
O:AAPL260116C00265000,2026-01-16,265.0,call,AAPL,american,BATO
O:AAPL260116C00270000,2026-01-16,270.0,call,AAPL,american,BATO
O:AAPL260116C00275000,2026-01-16,275.0,call,AAPL,american,BATO
O:AAPL260116C00280000,2026-01-16,280.0,call,AAPL,american,BATO
O:AAPL260116C00285000,2026-01-16,285.0,call,AAPL,american,BATO
O:AAPL260116C00290000,2026-01-16,290.0,call,AAPL,american,BATO
O:AAPL260116C00295000,2026-01-16,295.0,call,AAPL,american,BATO
O:AAPL260116C00300000,2026-01-16,300.0,call,AAPL,american,BATO
O:AAPL260116C00305000,2026-01-16,305.0,call,AAPL,american,BATO
O:AAPL260116C00310000,2026-01-16,310.0,call,AAPL,american,BATO
O:AAPL260116C00315000,2026-01-16,315.0,call,AAPL,american,BATO
O:AAPL260116C00320000,2026-01-16,320.0,call,AAPL,american,BATO
O:AAPL260116C00325000,2026-01-16,325.0,call,AAPL,american,BATO
O:AAPL260116C00330000,2026-01-16,330.0,call,AAPL,american,BATO
O:AAPL260116C00335000,2026-01-16,335.0,call,AAPL,american,BATO
O:AAPL260116C00340000,2026-01-16,340.0,call,AAPL,american,BATO
O:AAPL260116C00350000,2026-01-16,350.0,call,AAPL,american,BATO
O:AAPL260116C00360000,2026-01-16,360.0,call,AAPL,american,BATO
O:AAPL260116C00370000,2026-01-16,370.0,call,AAPL,american,BATO
O:AAPL260116C00380000,2026-01-16,380.0,call,AAPL,american,BATO
O:AAPL260116C00390000,2026-01-16,390.0,call,AAPL,american,BATO
O:AAPL260116C00400000,2026-01-16,400.0,call,AAPL,american,BATO
O:AAPL260116C00410000,2026-01-16,410.0,call,AAPL,american,BATO
O:AAPL260116C00420000,2026-01-16,420.0,call,AAPL,american,BATO
O:AAPL260116C00430000,2026-01-16,430.0,call,AAPL,american,BATO
O:AAPL260116C00440000,2026-01-16,440.0,call,AAPL,american,BATO
O:AAPL260116C00450000,2026-01-16,450.0,call,AAPL,american,BATO
O:AAPL260116P00005000,2026-01-16,5.0,put,AAPL,american,BATO
O:AAPL260116P00010000,2026-01-16,10.0,put,AAPL,american,BATO
O:AAPL260116P00015000,2026-01-16,15.0,put,AAPL,american,BATO
O:AAPL260116P00020000,2026-01-16,20.0,put,AAPL,american,BATO
O:AAPL260116P00025000,2026-01-16,25.0,put,AAPL,american,BATO
O:AAPL260116P00030000,2026-01-16,30.0,put,AAPL,american,BATO
O:AAPL260116P00035000,2026-01-16,35.0,put,AAPL,american,BATO
O:AAPL260116P00040000,2026-01-16,40.0,put,AAPL,american,BATO
O:AAPL260116P00045000,2026-01-16,45.0,put,AAPL,american,BATO
O:AAPL260116P00050000,2026-01-16,50.0,put,AAPL,american,BATO
O:AAPL260116P00055000,2026-01-16,55.0,put,AAPL,american,BATO
O:AAPL260116P00060000,2026-01-16,60.0,put,AAPL,american,BATO
O:AAPL260116P00065000,2026-01-16,65.0,put,AAPL,american,BATO
O:AAPL260116P00070000,2026-01-16,70.0,put,AAPL,american,BATO
